2.00E+00	184	0
1.00E+00	180	0
4.50E+00	177	0
7.50E+00	173	0
1.05E+01	169	0
9.00E+00	165	0
2.20E+01	162	0
1.15E+01	158	0
1.50E+01	154	0
4.00E+00	151	0
2.60E+01	147	0
3.50E+01	143	0
6.70E+01	139	0
1.47E+02	136	0
2.86E+02	132	0
4.82E+02	128	0
8.66E+02	125	0
1.56E+03	121	0
2.98E+03	117	0
4.41E+03	113	0
5.61E+03	110	0
3.54E+03	106	0
3.23E+03	102	0
4.47E+03	98	0
4.36E+03	95	0
2.45E+03	91	0
4.65E+03	87	0
1.38E+04	84	0
2.94E+04	80	0
4.26E+04	76	0
3.91E+04	72	0
3.75E+04	69	0
5.60E+04	65	0
1.38E+05	61	0
1.09E+05	58	0
5.08E+04	54	0
1.24E+04	50	0
8.38E+03	46	0
8.81E+03	43	0
2.80E+04	39	0
6.00E+04	35	0
6.96E+04	32	0
1.46E+05	28	0
1.77E+05	24	0
1.45E+05	20	0
1.73E+04	17	0
1.63E+04	13	0
4.08E+04	9	0
1.99E+05	6	0
3.23E+05	2	0
