6.50D00	273.D0	0.D0
7.50D00	267.D0	0.D0
1.06D02	261.D0	0.D0
1.06D02	256.D0	0.D0
1.62D02	251.D0	0.D0
1.85D02	239.D0	0.D0
3.55D02	234.D0	0.D0
3.55D02	229.D0	0.D0
4.93D02	223.D0	0.D0
5.84D02	217.D0	0.D0
6.08D02	212.D0	0.D0
6.19D02	201.D0	0.D0
6.20D02	195.D0	0.D0
6.21D02	190.D0	0.D0
6.37D02	185.D0	0.D0
6.66D02	179.D0	0.D0
8.03D02	173.D0	0.D0
9.17D02	168.D0	0.D0
9.30D02	163.D0	0.D0
9.36D02	157.D0	0.D0
9.91D02	151.D0	0.D0
1.06D03	141.D0	0.D0
1.13D03	135.D0	0.D0
1.25D03	129.D0	0.D0
1.25D03	124.D0	0.D0
1.27D03	113.D0	0.D0
1.29D03	107.D0	0.D0
1.42D03	102.D0	0.D0
1.72D03	96.D0	0.D0
1.75D03	91.D0	0.D0
1.76D03	85.D0	0.D0
2.30D03	80.D0	0.D0
2.56D03	74.D0	0.D0
2.57D03	69.D0	0.D0
2.95D03	63.D0	0.D0
3.03D03	58.D0	0.D0
3.16D03	52.D0	0.D0
3.36D03	47.D0	0.D0
3.54D03	41.D0	0.D0
3.79D03	36.D0	0.D0
3.81D03	30.D0	0.D0
3.83D03	25.D0	0.D0
3.89D03	19.D0	0.D0
3.97D03	14.D0	0.D0
4.24D03	8.D0	0.D0
4.84D03	3.D0	0.D0
