 Calculations that do not match the inspection results.
 _______________________________________________________________________________
  # cycles to | as previous, | failure # cycles/ | as previous, |detected cracks
    failure   | period after | applied # cycles  | period after |in subsequent
              |  last insp.  |                   |  last insp.  |inspections
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.131E+07    1.237E+07         8.754E-01         5.167E-01   0    1
    9.220E+07    2.326E+07         9.926E-01         9.715E-01   1    0
    8.611E+07    1.717E+07         9.271E-01         7.172E-01   3    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.117E+07    2.222E+07         9.815E-01         9.283E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.463E+07    1.569E+07         9.112E-01         6.555E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.243E+07    2.349E+07         9.951E-01         9.810E-01   0    1
    8.082E+07    1.188E+07         8.701E-01         4.961E-01   1    2
    8.082E+07    1.187E+07         8.701E-01         4.960E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.185E+07    2.291E+07         9.889E-01         9.569E-01   0    1
    8.431E+07    1.537E+07         9.078E-01         6.421E-01   0    1
    7.313E+07    4.190E+06         7.874E-01         1.750E-01   1    0
    7.026E+07    1.318E+06         7.564E-01         5.506E-02   1    0
    8.634E+07    1.740E+07         9.296E-01         7.267E-01   0    1
    6.971E+07    7.703E+05         7.505E-01         3.218E-02   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.179E+07    2.285E+07         9.882E-01         9.543E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.155E+07    2.261E+07         9.857E-01         9.444E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.506E+07    6.116E+06         8.081E-01         2.555E-01   4    0
    7.848E+07    9.543E+06         8.450E-01         3.986E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.515E+07    1.621E+07         9.168E-01         6.772E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    7.781E+07    8.865E+06         8.377E-01         3.703E-01   1    1
    7.684E+07    7.898E+06         8.273E-01         3.299E-01   2    0
    8.845E+07    1.951E+07         9.523E-01         8.149E-01   3    0
    7.773E+07    8.794E+06         8.369E-01         3.673E-01   2    0
    8.387E+07    1.493E+07         9.030E-01         6.237E-01   0    1
    7.093E+07    1.990E+06         7.637E-01         8.312E-02   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.908E+07    2.014E+07         9.591E-01         8.413E-01   1    0
    5.527E+07   -1.367E+07         5.951E-01        -5.709E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.621E+07    1.727E+07         9.281E-01         7.212E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.468E+07    1.574E+07         9.117E-01         6.574E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.549E+07    1.655E+07         9.204E-01         6.912E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.718E+07   -1.759E+06         7.233E-01        -7.348E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.202E+07    2.308E+07         9.908E-01         9.641E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.892E+07    1.998E+07         9.573E-01         8.344E-01   1    0
    5.644E+07   -1.250E+07         6.077E-01        -5.222E-01   0    2
    7.819E+07    9.247E+06         8.418E-01         3.863E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    5.252E+07   -1.642E+07         5.654E-01        -6.861E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.357E+07    4.629E+06         7.921E-01         1.933E-01   4    2
    8.551E+07    1.657E+07         9.206E-01         6.920E-01   1    0
    9.193E+07    2.299E+07         9.898E-01         9.603E-01   0    1
    7.902E+07    1.008E+07         8.507E-01         4.209E-01   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.781E+07    1.887E+07         9.455E-01         7.884E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.873E+07    1.979E+07         9.553E-01         8.266E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.199E+07    1.305E+07         8.827E-01         5.449E-01   1    0
    8.190E+07    1.296E+07         8.818E-01         5.414E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    7.687E+07    7.932E+06         8.276E-01         3.313E-01   1    0
    7.776E+07    8.821E+06         8.372E-01         3.685E-01   2    0
    8.599E+07    1.705E+07         9.258E-01         7.122E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.510E+07    1.616E+07         9.162E-01         6.749E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.198E+07   -6.961E+06         6.673E-01        -2.908E-01   0    0
    7.190E+07    2.956E+06         7.741E-01         1.235E-01   2    0
    6.688E+07   -2.063E+06         7.200E-01        -8.615E-02   0    0
    8.077E+07    1.183E+07         8.696E-01         4.941E-01   0    1
    4.454E+07   -2.440E+07         4.796E-01        -1.019E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.494E+07    1.600E+07         9.145E-01         6.684E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.245E+07    2.351E+07         9.953E-01         9.819E-01   0    1
    9.195E+07    2.300E+07         9.899E-01         9.609E-01   2    0
    8.249E+07    1.355E+07         8.881E-01         5.660E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.839E+07    1.945E+07         9.517E-01         8.125E-01   1    0
    8.170E+07    1.276E+07         8.797E-01         5.331E-01   1    0
    7.787E+07    8.928E+06         8.384E-01         3.729E-01   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.684E+07    7.901E+06         8.273E-01         3.300E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.931E+07    2.036E+07         9.615E-01         8.506E-01   0    1
    8.994E+07    2.100E+07         9.683E-01         8.772E-01   0    1
    7.592E+07    6.980E+06         8.174E-01         2.916E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.258E+07    3.635E+06         7.814E-01         1.519E-01   1    0
    8.438E+07    1.544E+07         9.085E-01         6.449E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.839E+07    1.945E+07         9.516E-01         8.123E-01   1    2
    7.520E+07    6.258E+06         8.096E-01         2.614E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.558E+07    1.664E+07         9.214E-01         6.950E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.680E+07    7.860E+06         8.269E-01         3.283E-01   0    3
    7.807E+07    9.131E+06         8.406E-01         3.814E-01   0    1
    8.345E+07    1.451E+07         8.985E-01         6.060E-01   0    3
    8.037E+07    1.143E+07         8.653E-01         4.774E-01   4    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.224E+07    1.330E+07         8.855E-01         5.557E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    8.605E+07    1.711E+07         9.265E-01         7.148E-01   1    0
    8.296E+07    1.402E+07         8.932E-01         5.857E-01   2    0
    8.588E+07    1.694E+07         9.247E-01         7.078E-01   0    1
    7.069E+07    1.753E+06         7.611E-01         7.321E-02   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    3
    8.222E+07    1.328E+07         8.853E-01         5.548E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.242E+07    1.348E+07         8.873E-01         5.629E-01   3    0
    5.564E+07   -1.330E+07         5.991E-01        -5.556E-01   0    0
    9.111E+07    2.217E+07         9.809E-01         9.260E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.763E+07    1.869E+07         9.435E-01         7.808E-01   1    0
    6.682E+07   -2.116E+06         7.195E-01        -8.839E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.113E+07    1.219E+07         8.735E-01         5.092E-01   1    1
    7.583E+07    6.889E+06         8.164E-01         2.878E-01   1    0
    7.219E+07    3.250E+06         7.772E-01         1.357E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   3    0
    8.840E+07    1.946E+07         9.518E-01         8.130E-01   1    0
    7.389E+07    4.951E+06         7.956E-01         2.068E-01   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.843E+07   -5.140E+05         7.367E-01        -2.147E-02   0    0
    8.746E+07    1.852E+07         9.416E-01         7.734E-01   2    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.097E+07    2.203E+07         9.794E-01         9.202E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.829E+07    9.352E+06         8.429E-01         3.906E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.287E+07    2.393E+07         9.999E-01         9.996E-01   0    1
    8.251E+07    1.357E+07         8.883E-01         5.667E-01   1    0
    7.294E+07    3.996E+06         7.853E-01         1.669E-01   2    0
    8.176E+07    1.282E+07         8.803E-01         5.356E-01   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.757E+07    1.863E+07         9.429E-01         7.783E-01   1    0
    2.355E+07   -4.539E+07         2.535E-01        -1.896E+00   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.501E+07    1.607E+07         9.153E-01         6.713E-01   1    0
    7.645E+07    7.507E+06         8.231E-01         3.136E-01   1    0
    2.217E+07   -4.677E+07         2.387E-01        -1.954E+00   0    1
    7.537E+07    6.432E+06         8.115E-01         2.687E-01   0    1
    4.953E+07   -1.941E+07         5.332E-01        -8.109E-01   3    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.521E+07    1.627E+07         9.174E-01         6.795E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.036E+07    1.142E+07         8.652E-01         4.769E-01   0    1
    7.881E+07    9.865E+06         8.485E-01         4.121E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.698E+07    8.038E+06         8.288E-01         3.357E-01   1    2
    7.706E+07    8.120E+06         8.297E-01         3.392E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.617E+07    7.227E+06         8.201E-01         3.019E-01   1    0
    6.880E+07   -1.389E+05         7.408E-01        -5.802E-03   1    1
    7.051E+07    1.571E+06         7.592E-01         6.562E-02   1    0
    7.692E+07    7.980E+06         8.282E-01         3.334E-01   0    1
    7.002E+07    1.077E+06         7.539E-01         4.500E-02   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.696E+07   -1.984E+06         7.209E-01        -8.287E-02   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.097E+07    2.203E+07         9.795E-01         9.203E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.860E+07    1.965E+07         9.539E-01         8.210E-01   1    1
    7.155E+07    2.606E+06         7.703E-01         1.088E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.702E+07    8.082E+06         8.293E-01         3.376E-01   3    3
    8.237E+07    1.343E+07         8.869E-01         5.611E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.939E+07    1.045E+07         8.548E-01         4.365E-01   1    0
    7.800E+07    9.056E+06         8.397E-01         3.783E-01   0    2
    8.837E+07    1.943E+07         9.515E-01         8.117E-01   0    1
    9.131E+07    2.237E+07         9.831E-01         9.344E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.625E+07    7.312E+06         8.210E-01         3.054E-01   1    0
    5.412E+07   -1.482E+07         5.827E-01        -6.191E-01   0    0
    7.491E+07    5.964E+06         8.065E-01         2.491E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.849E+07   -4.534E+05         7.374E-01        -1.894E-02   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.078E+07    1.836E+06         7.620E-01         7.669E-02   1    0
    6.340E+07   -5.543E+06         6.826E-01        -2.315E-01   0    0
    9.190E+07    2.296E+07         9.894E-01         9.589E-01   1    0
    5.676E+07   -1.218E+07         6.111E-01        -5.087E-01   1    0
    7.371E+07    4.766E+06         7.936E-01         1.991E-01   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.981E+07    2.087E+07         9.669E-01         8.717E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.992E+07    1.098E+07         8.605E-01         4.588E-01   0    5
    8.908E+07    2.014E+07         9.591E-01         8.413E-01   0    1
    7.666E+07    7.721E+06         8.254E-01         3.225E-01   1    0
    8.334E+07    1.440E+07         8.973E-01         6.014E-01   1    0
    9.166E+07    2.272E+07         9.868E-01         9.489E-01   1    0
    8.023E+07    1.129E+07         8.638E-01         4.717E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.345E+07    1.451E+07         8.984E-01         6.060E-01   0    1
    8.127E+07    1.233E+07         8.750E-01         5.151E-01   0    2
    5.142E+07   -1.752E+07         5.536E-01        -7.319E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.455E+07    1.561E+07         9.103E-01         6.520E-01   0    1
    8.894E+07    2.000E+07         9.575E-01         8.352E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.394E+07    4.999E+06         7.961E-01         2.088E-01   0    1
    3.672E+07   -3.222E+07         3.953E-01        -1.346E+00   0    3
    7.756E+07    8.618E+06         8.350E-01         3.600E-01   1    2
    9.092E+07    2.197E+07         9.788E-01         9.179E-01   1    0
    8.573E+07    1.678E+07         9.230E-01         7.011E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    7.814E+07    9.199E+06         8.413E-01         3.843E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.618E+07    1.724E+07         9.278E-01         7.200E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.475E+07    1.581E+07         9.124E-01         6.603E-01   1    0
    9.035E+07    2.141E+07         9.728E-01         8.943E-01   1    0
    7.822E+07    9.278E+06         8.421E-01         3.876E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.005E+07    1.111E+07         8.619E-01         4.641E-01   0    1
    8.362E+07    1.468E+07         9.003E-01         6.131E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    2.264E+07   -4.630E+07         2.438E-01        -1.934E+00   0    0
    8.187E+07    1.293E+07         8.815E-01         5.402E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.122E+07    1.228E+07         8.745E-01         5.130E-01   0    1
    8.862E+07    1.967E+07         9.541E-01         8.218E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.180E+07   -7.138E+06         6.654E-01        -2.982E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    7.050E+07    1.557E+06         7.590E-01         6.505E-02   1    0
    8.748E+07    1.853E+07         9.418E-01         7.742E-01   1    0
    8.389E+07    1.495E+07         9.032E-01         6.245E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.328E+07    1.434E+07         8.966E-01         5.988E-01   2    1
    8.851E+07    1.957E+07         9.529E-01         8.174E-01   0    1
    7.976E+07    1.081E+07         8.587E-01         4.517E-01   1    0
    7.859E+07    9.653E+06         8.462E-01         4.032E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.981E+07    8.718E+05         7.516E-01         3.642E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.497E+07    1.603E+07         9.149E-01         6.697E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.971E+07    1.076E+07         8.581E-01         4.496E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.417E+07    5.230E+06         7.986E-01         2.185E-01   1    0
    6.376E+07   -5.178E+06         6.865E-01        -2.163E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.822E+07    9.277E+06         8.421E-01         3.875E-01   1    0
    7.955E+07    1.061E+07         8.565E-01         4.432E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.040E+07    2.146E+07         9.733E-01         8.963E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    2.263E+07   -4.631E+07         2.437E-01        -1.934E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.031E+07    2.137E+07         9.723E-01         8.926E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.287E+07    1.392E+07         8.922E-01         5.817E-01   1    1
    7.941E+07    1.047E+07         8.550E-01         4.373E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.547E+07    6.525E+06         8.125E-01         2.726E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.926E+07    2.032E+07         9.610E-01         8.489E-01   1    0
    8.214E+07    1.320E+07         8.843E-01         5.513E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.493E+07    5.987E+06         8.067E-01         2.501E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.306E+07    4.123E+06         7.866E-01         1.722E-01   2    0
    4.466E+07   -2.428E+07         4.809E-01        -1.014E+00   0    0
    9.115E+07    2.221E+07         9.814E-01         9.277E-01   0    1
    8.589E+07    1.695E+07         9.248E-01         7.082E-01   1    0
    8.763E+07    1.869E+07         9.435E-01         7.808E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.953E+07    1.059E+07         8.563E-01         4.423E-01   1    0
    7.766E+07    8.718E+06         8.361E-01         3.641E-01   0    1
    8.864E+07    1.970E+07         9.544E-01         8.230E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.535E+07    6.410E+06         8.113E-01         2.678E-01   1    0
    7.986E+07    1.092E+07         8.598E-01         4.562E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.695E+07    8.010E+06         8.285E-01         3.346E-01   0    1
    9.265E+07    2.371E+07         9.975E-01         9.903E-01   0    1
    9.010E+07    2.116E+07         9.700E-01         8.838E-01   0    1
    8.389E+07    1.495E+07         9.032E-01         6.245E-01   1    0
    7.618E+07    7.240E+06         8.202E-01         3.024E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.816E+07    1.922E+07         9.492E-01         8.030E-01   1    0
    7.518E+07    6.238E+06         8.094E-01         2.605E-01   1    0
    7.567E+07    6.734E+06         8.148E-01         2.813E-01   1    0
    7.037E+07    1.431E+06         7.577E-01         5.976E-02   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.783E+07   -1.116E+06         7.302E-01        -4.661E-02   0    0
    9.199E+07    2.305E+07         9.904E-01         9.628E-01   2    2
    9.068E+07    2.174E+07         9.763E-01         9.080E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.350E+07    1.456E+07         8.990E-01         6.080E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.239E+07    2.345E+07         9.947E-01         9.795E-01   3    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.326E+07    1.432E+07         8.964E-01         5.980E-01   0    2
    6.955E+07    6.135E+05         7.489E-01         2.562E-02   1    0
    8.576E+07    1.682E+07         9.233E-01         7.024E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.211E+07    2.317E+07         9.917E-01         9.677E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.291E+07    1.397E+07         8.927E-01         5.836E-01   1    0
    6.020E+07   -8.739E+06         6.482E-01        -3.650E-01   0    0
    7.560E+07    6.662E+06         8.140E-01         2.783E-01   1    2
    7.613E+07    7.189E+06         8.197E-01         3.003E-01   7    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.371E+07    4.768E+06         7.936E-01         1.991E-01   0    1
    8.661E+07    1.767E+07         9.325E-01         7.382E-01   1    0
    7.802E+07    9.083E+06         8.400E-01         3.794E-01   1    0
    8.111E+07    1.217E+07         8.733E-01         5.084E-01   0    2
    7.808E+07    9.141E+06         8.407E-01         3.818E-01   2    1
    8.970E+07    2.075E+07         9.657E-01         8.669E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.941E+07    2.047E+07         9.626E-01         8.550E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.135E+07    2.241E+07         9.835E-01         9.359E-01   0    1
    8.032E+07    1.138E+07         8.648E-01         4.753E-01   0    1
    7.667E+07    7.728E+06         8.255E-01         3.228E-01   1    0
    9.180E+07    2.286E+07         9.883E-01         9.547E-01   0    1
    7.666E+07    7.716E+06         8.253E-01         3.223E-01   1    0
    8.212E+07    1.318E+07         8.841E-01         5.504E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.062E+07    2.168E+07         9.756E-01         9.054E-01   1    0
    7.647E+07    7.526E+06         8.233E-01         3.144E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.127E+07    1.233E+07         8.750E-01         5.151E-01   0    1
    7.682E+07    7.877E+06         8.271E-01         3.290E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.894E+07   -1.000E+07         6.346E-01        -4.178E-01   0    0
    7.964E+07    1.070E+07         8.574E-01         4.468E-01   0    1
    7.104E+07    2.100E+06         7.649E-01         8.774E-02   0    1
    9.149E+07    2.255E+07         9.851E-01         9.420E-01   0    1
    8.149E+07    1.255E+07         8.774E-01         5.243E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.181E+07    1.286E+07         8.808E-01         5.374E-01   0    1
    7.655E+07    7.613E+06         8.242E-01         3.180E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.928E+07    1.034E+07         8.535E-01         4.318E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.942E+07    1.048E+07         8.550E-01         4.376E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.549E+07    6.546E+06         8.127E-01         2.734E-01   0    1
