 Calculations that do not match the inspection results.
 _______________________________________________________________________________
  # cycles to | as previous, | failure # cycles/ | as previous, |detected cracks
    failure   | period after | applied # cycles  | period after |in subsequent
              |  last insp.  |                   |  last insp.  |inspections
    8.801E+07    1.907E+07         9.476E-01         7.966E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.811E+07    1.917E+07         9.486E-01         8.007E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.242E+07    2.348E+07         9.951E-01         9.809E-01   5    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.758E+07    8.639E+06         8.353E-01         3.608E-01   0    1
    8.107E+07    1.213E+07         8.729E-01         5.067E-01   1    0
    8.328E+07    1.434E+07         8.967E-01         5.990E-01   1    0
    8.653E+07    1.758E+07         9.316E-01         7.345E-01   1    0
    9.030E+07    2.136E+07         9.722E-01         8.922E-01   1    0
    7.740E+07    8.455E+06         8.333E-01         3.532E-01   1    0
    8.694E+07    1.800E+07         9.360E-01         7.518E-01   0    2
    8.523E+07    1.629E+07         9.176E-01         6.804E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    2.444E+07   -4.450E+07         2.632E-01        -1.859E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.045E+07    1.151E+07         8.661E-01         4.806E-01   0    1
    7.556E+07    6.616E+06         8.135E-01         2.763E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    8.066E+07    1.172E+07         8.685E-01         4.896E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.917E+07    2.285E+05         7.447E-01         9.543E-03   2    0
    8.464E+07    1.570E+07         9.113E-01         6.559E-01   1    0
    9.160E+07    2.266E+07         9.863E-01         9.467E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.040E+07    2.146E+07         9.733E-01         8.965E-01   1    0
    7.559E+07    6.651E+06         8.139E-01         2.778E-01   0    2
    7.515E+07    6.208E+06         8.091E-01         2.593E-01   0    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.949E+07    1.055E+07         8.558E-01         4.405E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.292E+07    1.398E+07         8.928E-01         5.840E-01   1    0
    7.892E+07    9.982E+06         8.497E-01         4.170E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.867E+07    1.973E+07         9.547E-01         8.241E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.681E+07    1.787E+07         9.346E-01         7.464E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.674E+07    7.794E+06         8.262E-01         3.256E-01   1    0
    7.629E+07    7.345E+06         8.213E-01         3.068E-01   0    1
    7.532E+07    6.382E+06         8.110E-01         2.666E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    3
    8.975E+07    2.080E+07         9.662E-01         8.690E-01   0    2
    8.339E+07    1.445E+07         8.978E-01         6.035E-01   0    1
    7.743E+07    8.493E+06         8.337E-01         3.548E-01   1    0
    9.103E+07    2.209E+07         9.801E-01         9.228E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.336E+07    4.415E+06         7.898E-01         1.844E-01   1    0
    8.979E+07    2.085E+07         9.667E-01         8.707E-01   0    1
    7.291E+07    3.972E+06         7.850E-01         1.659E-01   1    0
    7.901E+07    1.007E+07         8.507E-01         4.207E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.113E+07    2.187E+06         7.658E-01         9.133E-02   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.546E+07    1.652E+07         9.201E-01         6.901E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.900E+07    1.006E+07         8.505E-01         4.201E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.229E+07    2.335E+07         9.937E-01         9.755E-01   0    1
    8.960E+07    2.066E+07         9.647E-01         8.629E-01   1    0
    9.024E+07    2.130E+07         9.716E-01         8.899E-01   0    1
    8.131E+07    1.237E+07         8.754E-01         5.168E-01   0    2
    8.894E+07    2.000E+07         9.575E-01         8.353E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.477E+07    1.583E+07         9.126E-01         6.610E-01   2    1
    7.181E+07    2.873E+06         7.732E-01         1.200E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.992E+07    2.098E+07         9.681E-01         8.762E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.944E+07    2.050E+07         9.630E-01         8.564E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.382E+07    1.488E+07         9.025E-01         6.216E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.111E+07    2.217E+07         9.809E-01         9.261E-01   1    2
    7.232E+07    3.381E+06         7.787E-01         1.412E-01   0    1
    8.440E+07    1.546E+07         9.087E-01         6.459E-01   0    3
    7.936E+07    1.042E+07         8.544E-01         4.351E-01   2    2
    8.375E+07    1.481E+07         9.017E-01         6.186E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.367E+07    1.473E+07         9.008E-01         6.152E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    7.500E+07    6.054E+06         8.074E-01         2.529E-01   1    0
    8.305E+07    1.411E+07         8.942E-01         5.894E-01   0    1
    8.648E+07    1.754E+07         9.311E-01         7.325E-01   0    1
    8.442E+07    1.548E+07         9.089E-01         6.467E-01   0    1
    8.594E+07    1.700E+07         9.252E-01         7.099E-01   0    2
    8.541E+07    1.647E+07         9.195E-01         6.879E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.567E+07   -1.327E+07         5.994E-01        -5.544E-01   0    0
    7.835E+07    9.412E+06         8.436E-01         3.932E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.563E+07    1.669E+07         9.219E-01         6.972E-01   0    2
    9.066E+07    2.172E+07         9.761E-01         9.071E-01   1    0
    7.759E+07    8.651E+06         8.354E-01         3.613E-01   0    1
    8.728E+07    1.834E+07         9.397E-01         7.662E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.010E+07    2.116E+07         9.701E-01         8.840E-01   0    1
    4.338E+07   -2.556E+07         4.670E-01        -1.068E+00   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.871E+07    9.767E+06         8.474E-01         4.080E-01   0    1
    8.607E+07    1.712E+07         9.266E-01         7.153E-01   1    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.149E+07    2.255E+07         9.850E-01         9.418E-01   1    0
    7.481E+07    5.866E+06         8.054E-01         2.450E-01   0    1
    9.241E+07    2.347E+07         9.950E-01         9.804E-01   1    2
    7.785E+07    8.914E+06         8.382E-01         3.723E-01   1    0
    7.180E+07    2.862E+06         7.731E-01         1.195E-01   1    0
    7.729E+07    8.345E+06         8.321E-01         3.486E-01   2    0
    3.338E+07   -3.556E+07         3.594E-01        -1.485E+00   0    0
    9.040E+07    2.146E+07         9.733E-01         8.963E-01   0    1
    8.079E+07    1.185E+07         8.698E-01         4.950E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.092E+07    1.198E+07         8.712E-01         5.002E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.282E+07    1.388E+07         8.917E-01         5.799E-01   1    0
    8.579E+07    1.685E+07         9.237E-01         7.038E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.080E+07    2.185E+07         9.775E-01         9.129E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.693E+07   -2.014E+06         7.206E-01        -8.411E-02   1    0
    6.051E+07   -8.427E+06         6.515E-01        -3.520E-01   0    0
    7.234E+07    3.400E+06         7.789E-01         1.420E-01   0    1
    8.463E+07    1.569E+07         9.111E-01         6.552E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.185E+07    2.291E+07         9.889E-01         9.569E-01   0    1
    7.893E+07    9.987E+06         8.498E-01         4.172E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    7.670E+07    7.755E+06         8.257E-01         3.239E-01   1    0
    8.016E+07    1.122E+07         8.630E-01         4.685E-01   1    0
    7.638E+07    7.435E+06         8.223E-01         3.106E-01   1    0
    8.057E+07    1.163E+07         8.674E-01         4.856E-01   1    0
    8.781E+07    1.887E+07         9.454E-01         7.881E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.324E+07    1.430E+07         8.962E-01         5.975E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.728E+07    1.834E+07         9.397E-01         7.661E-01   0    1
    8.074E+07    1.180E+07         8.693E-01         4.928E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.876E+07    1.982E+07         9.557E-01         8.280E-01   1    0
    9.082E+07    2.187E+07         9.778E-01         9.137E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.006E+07    2.111E+07         9.696E-01         8.820E-01   0    1
    7.713E+07    8.193E+06         8.305E-01         3.422E-01   1    1
    8.814E+07    1.920E+07         9.490E-01         8.021E-01   2    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.304E+07    4.100E+06         7.864E-01         1.713E-01   0    1
    8.591E+07    1.697E+07         9.250E-01         7.090E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.778E+07    8.841E+06         8.374E-01         3.693E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.954E+07    2.060E+07         9.640E-01         8.605E-01   1    0
    8.785E+07    1.890E+07         9.458E-01         7.897E-01   1    1
    8.716E+07    1.822E+07         9.384E-01         7.610E-01   3    0
    7.398E+07    5.042E+06         7.965E-01         2.106E-01   1    0
    8.833E+07    1.939E+07         9.511E-01         8.101E-01   2    1
    8.418E+07    1.524E+07         9.063E-01         6.365E-01   1    0
    7.536E+07    6.416E+06         8.113E-01         2.680E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.970E+07    2.076E+07         9.658E-01         8.672E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.093E+07    2.199E+07         9.790E-01         9.184E-01   0    1
    8.641E+07    1.747E+07         9.303E-01         7.297E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.828E+07   -1.066E+07         6.275E-01        -4.454E-01   0    0
    8.920E+07    2.026E+07         9.603E-01         8.461E-01   0    1
    7.423E+07    5.290E+06         7.992E-01         2.210E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.451E+07    1.557E+07         9.099E-01         6.503E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.949E+07    1.055E+07         8.559E-01         4.408E-01   0    1
    7.314E+07    4.202E+06         7.875E-01         1.755E-01   0    2
    6.076E+07   -8.185E+06         6.541E-01        -3.419E-01   0    0
    7.051E+07    1.566E+06         7.591E-01         6.541E-02   1    0
    8.535E+07    1.641E+07         9.190E-01         6.856E-01   0    1
    7.740E+07    8.461E+06         8.334E-01         3.534E-01   0    1
    9.130E+07    2.235E+07         9.829E-01         9.338E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.040E+07    1.460E+06         7.580E-01         6.097E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.282E+07    1.388E+07         8.917E-01         5.796E-01   1    2
    7.962E+07    1.068E+07         8.572E-01         4.460E-01   1    0
    7.178E+07    2.834E+06         7.728E-01         1.184E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.023E+07    2.129E+07         9.715E-01         8.895E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.450E+07    1.556E+07         9.097E-01         6.498E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.780E+07    8.855E+06         8.376E-01         3.699E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.917E+07    1.023E+07         8.524E-01         4.273E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.187E+07    2.293E+07         9.892E-01         9.579E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.654E+07    7.602E+06         8.241E-01         3.175E-01   4    0
    7.108E+07    2.141E+06         7.653E-01         8.944E-02   5    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.017E+07    2.123E+07         9.708E-01         8.869E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.234E+07    3.400E+06         7.789E-01         1.420E-01   0    1
    3.526E+07   -3.368E+07         3.796E-01        -1.407E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.274E+07    1.380E+07         8.908E-01         5.763E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.601E+07    1.707E+07         9.261E-01         7.131E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.002E+07    2.107E+07         9.691E-01         8.803E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.926E+07    1.031E+07         8.533E-01         4.309E-01   1    0
    7.319E+07    4.247E+06         7.880E-01         1.774E-01   3    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    8.632E+07    1.738E+07         9.294E-01         7.261E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.324E+07    4.298E+06         7.885E-01         1.795E-01   1    1
    9.258E+07    2.364E+07         9.968E-01         9.874E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.157E+07    2.262E+07         9.858E-01         9.450E-01   0    1
    8.476E+07    1.582E+07         9.125E-01         6.606E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.920E+07    2.541E+05         7.450E-01         1.061E-02   1    0
    6.984E+07    8.973E+05         7.519E-01         3.748E-02   2    2
    8.543E+07    1.649E+07         9.198E-01         6.888E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.836E+07    9.416E+06         8.436E-01         3.933E-01   1    0
    6.364E+07   -5.302E+06         6.852E-01        -2.215E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.075E+07    1.181E+07         8.694E-01         4.933E-01   2    0
    8.202E+07    1.308E+07         8.831E-01         5.464E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.647E+07    1.753E+07         9.310E-01         7.324E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.437E+07    1.543E+07         9.084E-01         6.445E-01   0    1
    9.177E+07    2.283E+07         9.880E-01         9.536E-01   1    0
    8.247E+07    1.353E+07         8.879E-01         5.652E-01   0    1
    4.920E+07   -1.974E+07         5.297E-01        -8.246E-01   0    0
    6.814E+07   -8.002E+05         7.336E-01        -3.343E-02   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.256E+07   -6.379E+06         6.736E-01        -2.665E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.127E+07    2.330E+06         7.673E-01         9.733E-02   3    0
    7.986E+07    1.091E+07         8.598E-01         4.559E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.923E+07   -9.710E+06         6.377E-01        -4.056E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.954E+07    1.059E+07         8.563E-01         4.426E-01   1    0
    7.048E+07    1.542E+06         7.589E-01         6.442E-02   0    3
    8.336E+07    1.442E+07         8.975E-01         6.025E-01   1    0
    8.915E+07    2.020E+07         9.598E-01         8.439E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.162E+07    2.268E+07         9.864E-01         9.472E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.294E+07    1.400E+07         8.930E-01         5.847E-01   1    0
    9.270E+07    2.376E+07         9.981E-01         9.925E-01   1    0
    8.759E+07    1.865E+07         9.431E-01         7.792E-01   0    1
    8.174E+07    1.280E+07         8.801E-01         5.348E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.955E+07    6.105E+05         7.488E-01         2.550E-02   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    8.621E+07    1.726E+07         9.281E-01         7.212E-01   1    1
    7.939E+07    1.045E+07         8.548E-01         4.366E-01   1    0
    7.824E+07    9.297E+06         8.423E-01         3.883E-01   0    1
    9.143E+07    2.249E+07         9.844E-01         9.395E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.509E+07    1.615E+07         9.161E-01         6.745E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.035E+07    1.141E+07         8.651E-01         4.766E-01   2    0
    8.094E+07    1.200E+07         8.715E-01         5.013E-01   0    1
    7.172E+07    2.776E+06         7.721E-01         1.159E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.106E+07   -7.881E+06         6.574E-01        -3.292E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    7.240E+07    3.458E+06         7.795E-01         1.444E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.018E+07   -1.876E+07         5.402E-01        -7.838E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    6.513E+07   -3.811E+06         7.012E-01        -1.592E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.714E+07    8.194E+06         8.305E-01         3.423E-01   1    0
    7.077E+07    1.832E+06         7.620E-01         7.651E-02   2    0
    7.329E+07    4.349E+06         7.891E-01         1.817E-01   1    3
    8.493E+07    1.599E+07         9.144E-01         6.679E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.057E+07    2.163E+07         9.751E-01         9.035E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.192E+07    2.298E+07         9.896E-01         9.598E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.460E+07    5.656E+06         8.031E-01         2.362E-01   0    1
    7.163E+07    2.689E+06         7.712E-01         1.123E-01   2    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.807E+07    1.913E+07         9.482E-01         7.990E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.415E+07    1.521E+07         9.060E-01         6.351E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.850E+07    1.956E+07         9.528E-01         8.171E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    8.326E+07    1.432E+07         8.964E-01         5.980E-01   1    2
    7.839E+07    9.449E+06         8.440E-01         3.947E-01   1    0
    7.565E+07    6.713E+06         8.145E-01         2.804E-01   1    4
    8.398E+07    1.504E+07         9.042E-01         6.282E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.721E+07    8.268E+06         8.313E-01         3.454E-01   4    3
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.705E+07    1.811E+07         9.372E-01         7.565E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.005E+07    1.111E+07         8.618E-01         4.640E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    7.988E+07    1.094E+07         8.600E-01         4.568E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.931E+07    2.037E+07         9.616E-01         8.508E-01   1    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.762E+07    8.678E+06         8.357E-01         3.625E-01   1    1
    5.306E+07   -1.588E+07         5.713E-01        -6.633E-01   0    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.840E+07    9.460E+06         8.441E-01         3.952E-01   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    7.977E+07    1.083E+07         8.588E-01         4.522E-01   1    0
    9.055E+07    2.160E+07         9.749E-01         9.024E-01   1    0
    8.458E+07    1.563E+07         9.106E-01         6.531E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.199E+07    1.304E+07         8.827E-01         5.449E-01   2    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.208E+07    2.314E+07         9.914E-01         9.666E-01   1    0
    7.624E+07    7.296E+06         8.208E-01         3.048E-01   1    0
    7.365E+07    4.713E+06         7.930E-01         1.969E-01   0    1
    8.592E+07    1.698E+07         9.250E-01         7.092E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    5.225E+07   -1.669E+07         5.626E-01        -6.971E-01   0    2
    8.629E+07    1.735E+07         9.291E-01         7.248E-01   0    2
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    6.209E+07   -6.847E+06         6.685E-01        -2.860E-01   0    0
    9.135E+07    2.241E+07         9.835E-01         9.360E-01   0    1
    7.851E+07    9.574E+06         8.453E-01         3.999E-01   3    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   2    0
    9.037E+07    2.143E+07         9.729E-01         8.950E-01   0    1
    8.477E+07    1.583E+07         9.126E-01         6.610E-01   0    1
    8.898E+07    2.003E+07         9.580E-01         8.369E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    1
    8.607E+07    1.713E+07         9.267E-01         7.155E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   0    1
    8.248E+07    1.354E+07         8.880E-01         5.655E-01   1    0
    9.120E+07    2.226E+07         9.820E-01         9.300E-01   1    0
    9.288E+07    2.394E+07         1.000E+00         1.000E+00   1    0
